movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
442,Demolition Man (1993),Demolition Man,1993,9739,Demolition Man,https://image.tmdb.org/t/p/w500/dq6AmlVFo92PRuoLCcIyFdoRuxf.jpg,"In 1996, brash L.A. detective John Spartan and maniac killer Simon Phoenix are both sentenced to decades in a cryogenic prison as punishment for a rescue mission gone wrong. When Phoenix escapes 36 years later to wreak havoc on the future, Spartan is awakened to capture his nemesis the old-fashioned way.",The future isn't big enough for the both of them.,Crime|Action|Science Fiction,future|martial arts|helicopter|police|psychopath|crime fighter|dystopia|museum|social control|cryogenics|utopia|fistfight|prison escape|product placement|betrayal|shootout|cyberpunk|explosion|foot chase|warden|subterranean|totalitarianism|censorship|culture shock|knitting|2030s,Sylvester Stallone|Wesley Snipes|Sandra Bullock|Nigel Hawthorne|Benjamin Bratt,Marco Brambilla,115,8.3281,6.75,4089,1993-10-08
443,"Endless Summer 2, The (1994)","Endless Summer 2, The",1994,24257,The Endless Summer II,https://image.tmdb.org/t/p/w500/89y5faI7wXFghUcsMtwfcVS6JBZ.jpg,"Bruce Brown, king of surfing documentaries, returns after nearly thirty years to trace the steps of two young surfers to top surfing spots around the world. Along the way we see many of the people and locales Bruce visited during the filming of Endless Summer (1966).",The journey continues...,Documentary,surfing|sports documentary,Robert 'Wingnut' Weaver|Patrick O'Connell|Bruce Brown,Bruce Brown,109,0.3729,7.519,26,1994-06-03
444,Even Cowgirls Get the Blues (1993),Even Cowgirls Get the Blues,1993,34444,Even Cowgirls Get the Blues,https://image.tmdb.org/t/p/w500/20x8nm0nPXkYv04COAHFA2AHyAl.jpg,A girl born with enormous thumbs in the repressive era of the 1950s learns to turn her quirks into assets.,There have been many great drivers but only one great passenger.,Comedy|Drama|Romance|Western,transvestism|cowgirl|lgbt|hitchhiking,Uma Thurman|Lorraine Bracco|Pat Morita|Angie Dickinson|Keanu Reeves,Gus Van Sant,96,1.5372,4.372,141,1994-05-13
445,Fatal Instinct (1993),Fatal Instinct,1993,26141,Fatal Instinct,https://image.tmdb.org/t/p/w500/syewFnehGbbya5BdxoHLzrcm5Ne.jpg,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.","Sex, murder and revenge were never this funny.",Comedy|Crime,spoof|private detective,Armand Assante|Sherilyn Fenn|Kate Nelligan|Sean Young|Christopher McDonald,Carl Reiner,90,1.4669,5.5,165,1993-10-29
446,Farewell My Concubine (1993),Farewell My Concubine,1993,10997,Farewell My Concubine,https://image.tmdb.org/t/p/w500/f54hNIiHNINw3JiUJB2XaQl5wCN.jpg,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.",The passionate triangle of two lifelong friends and the woman who comes between them!,Drama,"china|society|transvestite|cultural revolution|woman between two men|best friend|beijing, china|lgbt|chinese opera|female impersonator|severed finger",Leslie Cheung|Zhang Fengyi|Gong Li|Lü Qi|Ying Da,Chen Kaige,171,10.7518,7.896,676,1993-01-01
447,"Favor, The (1994)","Favor, The",1994,50463,The Favor,https://image.tmdb.org/t/p/w500/uFooKexRxruACuxnkQVmwf3nNcU.jpg,"On the eve of her high school reunion, bored housewife Kathy convinces her single best friend Emily to seduce her old flame Tom, so she can get all the juicy details. But when Emily falls for Tom, it's like high school all over again!",Two Women. Three Men. One Secret.,Comedy|Romance,,Harley Jane Kozak|Elizabeth McGovern|Bill Pullman|Brad Pitt|Larry Miller,Donald Petrie,97,1.1345,4.893,56,1994-04-29
448,Fearless (1993),Fearless,1993,10443,Fearless,https://image.tmdb.org/t/p/w500/sFhzvwgv04VUmedB7pOO4cMP9xq.jpg,"After surviving a plane crash that kills many others, Max Klein develops a sense of invulnerability, leading to radical, compulsive actions. Can a psychologist and a fellow guilt-ridden survivor bring him down to earth?",Some people are afraid of nothing.,Drama,grief|disaster|guilt|mental health|plane crash,Jeff Bridges|Isabella Rossellini|Rosie Perez|Tom Hulce|John Turturro,Peter Weir,122,1.7704,6.911,338,1993-10-15
449,Fear of a Black Hat (1993),Fear of a Black Hat,1993,20239,Fear of a Black Hat,https://image.tmdb.org/t/p/w500/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def & Tasty Taste performing as N.W.H.",The First Drive-By Comedy,Comedy|Music,hip-hop|musician|mockumentary|spoof,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff|Kasi Lemmons|G. Smokey Campbell,Rusty Cundieff,88,0.6579,5.941,51,1994-06-03
450,With Honors (1994),With Honors,1994,16297,With Honors,https://image.tmdb.org/t/p/w500/eWJ2Y7CRvlv1KVfAJGRcH95i1pY.jpg,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.",If you want a degree go to Harvard. If you want an education go to Simon Wilder.,Comedy|Drama,homeless person|law school|bum|harvard law school|college student,Joe Pesci|Brendan Fraser|Moira Kelly|Patrick Dempsey|Josh Hamilton,Alek Keshishian,103,1.4985,6.736,228,1994-04-29
451,Flesh and Bone (1993),Flesh and Bone,1993,18551,Flesh and Bone,https://image.tmdb.org/t/p/w500/gNaZSODlVRiQltGWjS8vQZEYJTq.jpg,"Haunted by memories of his father murdering a family, Arlis Sweeney prefers to keep to himself, focusing his energy on his work. One day, the traumatic past that eats away at him returns when he meets Kay Davies, a woman connected to the bloody event. Against all odds, Arlis and Kay fall in love; however, when his father, Roy, reappears in his life -- with the coldhearted Ginnie in tow -- Arlis must deal with his past demons.",Evil is patient.,Drama|Romance|Thriller,small town|gambling|texas|abusive father|roadhouse|romance|murder|burglary|home invasion|confrontation|married woman|grifter|haunted by the past|vending machine|solitary|country folk|murder of family|unlikely romance|criminal father,Meg Ryan|Dennis Quaid|James Caan|Gwyneth Paltrow|Julia McNeal,Steve Kloves,126,1.5258,6.0,101,1993-11-05
452,Widows' Peak (1994),Widows' Peak,1994,25440,Widows' Peak,https://image.tmdb.org/t/p/w500/xXyVUwvJesJJChzpvn7xj5cAOfm.jpg,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,,Comedy|Thriller|Mystery|Romance,wealthy widow|1920s|town gossip,Mia Farrow|Joan Plowright|Natasha Richardson|Adrian Dunbar|Jim Broadbent,John Irvin,101,0.4432,6.45,20,1994-04-15
453,For Love or Money (1993),For Love or Money,1993,9024,For Love or Money,https://image.tmdb.org/t/p/w500/6qjr1LWkoJQJ1HXwYJj0edPk9EW.jpg,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",He thought there was nothing as seductive as money. He was wrong.,Comedy|Romance,hotel|new york city|female lover|deception|concierge|love|mistress|affair|financial investor|irs,Michael J. Fox|Gabrielle Anwar|Anthony Higgins|Fyvush Finkel|Sandra Reaves-Phillips,Barry Sonnenfeld,94,2.0097,6.2,391,1993-10-01
454,"Firm, The (1993)","Firm, The",1993,37233,The Firm,https://image.tmdb.org/t/p/w500/kFexXCzidkm4LwlgZqxsJsDQB5v.jpg,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",Power can be murder to resist.,Drama|Mystery|Thriller,"blackmail|married couple|fbi|cayman islands|memphis, tennessee|mafia|lawyer|death|law firm|paranoid|bar exam|marital tensions|legal thriller|secret|tense",Tom Cruise|Jeanne Tripplehorn|Gene Hackman|Hal Holbrook|Terry Kinney,Sydney Pollack,154,5.4151,6.74,2296,1993-06-30
455,Free Willy (1993),Free Willy,1993,1634,Free Willy,https://image.tmdb.org/t/p/w500/9iBgd9gi9ztWiVcYSG6zl8wDFBN.jpg,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",How far would you go for a friend?,Family|Adventure|Drama,"whale|social worker|freedom|social work|portland, oregon|human animal relationship|best friend|orphan|killer whale|amusement park|aftercreditsstinger|animal human friendship",Jason James Richter|Keiko|Lori Petty|August Schellenberg|Michael Madsen,Simon Wincer,112,3.2764,6.195,1969,1993-07-16
456,Fresh (1994),Fresh,1994,13815,Fresh,https://image.tmdb.org/t/p/w500/uXRIIUzjDZZdWR2cUzPJ9eAqaHv.jpg,"Death and violence anger twelve year old drug courier Fresh, who sets his rival employers against each other.","In a world where criminals make the rules, an innocent boy is out to beat them at their own game.",Crime|Drama|Thriller,"drug dealer|new york city|chess|street gang|loss of loved one|war on drugs|drug trafficking|ghetto|drug mule|childhood trauma|drug scene|revenge|gun battle|dog fighting|drugs|witness to murder|death|brooklyn, new york city|gangland killing|death of a child|rival gang|gun death|pitting ones enemy's against each other",Sean Nelson|Giancarlo Esposito|Samuel L. Jackson|N'Bushe Wright|Ron Brice,Boaz Yakin,114,1.8424,7.21,236,1994-06-15
457,"Fugitive, The (1993)","Fugitive, The",1993,5503,The Fugitive,https://image.tmdb.org/t/p/w500/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",A murdered wife. A one-armed man. An obsessed detective. The chase begins.,Action|Thriller|Drama,"chicago, illinois|escape|chase|doomed man|surgeon|death sentence|u.s. marshal|flashback|remake|betrayal|fugitive|on the run|conspiracy|police corruption|doctor|home invasion|disguise|one armed man|framed for murder|shocking|action hero|manhunt|suspicious|suspenseful|dubious",Harrison Ford|Tommy Lee Jones|Joe Pantoliano|Jeroen Krabbé|Daniel Roebuck,Andrew Davis,131,7.4566,7.478,4776,1993-08-06
458,Geronimo: An American Legend (1993),Geronimo: An American Legend,1993,35588,Geronimo: An American Legend,https://image.tmdb.org/t/p/w500/9FNuwnhHngkblD6eVRXnmJN8kQq.jpg,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",A Warrior. A Leader. A Legend.,Western|History|Action|Drama,apache nation|native american|historical figure|historical|cavalry|geronimo|america,Jason Patric|Gene Hackman|Robert Duvall|Wes Studi|Matt Damon,Walter Hill,115,2.3031,6.3,293,1993-12-10
459,"Getaway, The (1994)","Getaway, The",1994,2087,The Getaway,https://image.tmdb.org/t/p/w500/ftbdJTJi6mR5iZV5ESJWv8f8pWN.jpg,An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.,A dangerous deal. A double cross. And the ultimate set up is yet to come.,Action|Crime|Mystery|Thriller,hitman|anti hero|fugitive|suicide by hanging|sexual torture|exploding truck|cuckold|garbage dump|action hero|manhunt,Alec Baldwin|Kim Basinger|Michael Madsen|James Woods|David Morse,Roger Donaldson,115,2.6887,5.815,389,1994-02-11
460,Getting Even with Dad (1994),Getting Even with Dad,1994,41579,Getting Even with Dad,https://image.tmdb.org/t/p/w500/txsmdQqbgSz5Zu3rgd9fglMqKA4.jpg,"Con man Ray is going after one last heist – a stash of rare coins – when his estranged son Timmy unexpectedly shows up. Ray is too preoccupied with his robbery to spend time with his son, so Timmy blackmails him into acting like a father, hiding the coins and promises to return them only after Ray takes him to amusement parks and baseball games.",Timmy's not getting mad he's...,Comedy|Crime|Family,blackmail|con man|heist|father son relationship|crime comedy|father son estrangement,Macaulay Culkin|Ted Danson|Glenne Headly|Saul Rubinek|Gailard Sartain,Howard Deutch,109,0.9932,5.3,216,1994-06-17
461,Go Fish (1994),Go Fish,1994,18620,Go Fish,https://image.tmdb.org/t/p/w500/4hczdEX2RmQTOmiIKygoOYCy0bI.jpg,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?",The girl is out there,Romance|Comedy|Drama,lesbian relationship|male homosexuality|lgbt|woman director,Guinevere Turner|V.S. Brodie|T. Wendy McMillan|Migdalia Melendez|Anastasia Sharp,Rose Troche,83,0.6679,5.09,39,1994-06-10
462,"Good Man in Africa, A (1994)","Good Man in Africa, A",1994,41006,A Good Man in Africa,https://image.tmdb.org/t/p/w500/4BBZLZVEANsnCVqIF9fgf0bshQD.jpg,"Morgan Leafy is a secretary to the British High Commissioner to an Africa nation. Leafy is a man that makes himself useful to his boss, the snobbish Arthur Fanshawe, who has no clue about what's going on around him, but who wants to use his secretary to carry on his dirty work, which involves getting one of the most powerful men in the country to do business with his country.The young secretary has an eye for beautiful women around him, especially Hazel, a native beauty, with whom he is having an affair. Things get complicated because Sam Adekunle, a man running for president of the country, wants a favor from Leafy in return after he has accepted the invitation to visit London. The proposition involves swaying a prominent doctor's opposition to a plan that will make Adenkule filthy rich.",,Comedy|Drama,golf,Colin Friels|Sean Connery|John Lithgow|Diana Rigg|Joanne Whalley,Bruce Beresford,94,0.7078,4.977,44,1994-07-14
